'famid' 'e1' 'e2' 'e3' 'e4' 'e5' 'e6' 'e7' 'e8' 'e9' 'e10' 'e11' 'e12' 'e13' 'e14' 'e15' 'e16' 'e17' 'e18' 'a1' 'a2' 'a3' 'a4' 'a5' 'a6' 'a7' 'a8' 'a9' 'a10' 'a11' 'a12' 'a13' 'a14' 'a15' 'a16' 'a17' 'a18'
5350581 0.771 0.983 NA NA 0.172 NA NA NA 0.395 NA NA NA NA NA NA NA NA NA 65.508 65.508 NA NA 63.917 NA NA NA 65.629 NA NA NA NA NA NA NA NA NA
5350996 2.161 1.763 NA NA 0.553 1.392 NA NA 0.142 NA NA NA NA NA NA NA NA NA 21.91 21.91 NA NA 27.864 20.587 NA NA 26.141 NA NA NA NA NA NA NA NA NA
5351167 1.007 0.547 NA -0.143 -0.644 NA 0.637 NA NA NA NA NA NA NA NA NA NA NA 30.074 30.074 NA 59.37 32.368 NA 25.698 NA NA NA NA NA NA NA NA NA NA NA
5351679 0.536 -0.059 -0.084 0.907 NA NA 0.076 NA NA NA 0.742 NA NA NA NA NA NA NA 40.539 40.539 64.649 63.079 NA NA 41.944 NA NA NA 21.655 NA NA NA NA NA NA NA
5351713 -1.251 -0.072 -1.143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 36.108 36.108 65.37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5351764 1.709 2.714 NA 1.925 NA NA NA NA NA 0.854 NA NA NA NA NA NA 2.703 NA 38.572 38.572 NA 60.288 NA NA NA NA NA 42.783 NA NA NA NA NA NA 18.024 NA
5351886 -1.335 -2.089 -3.09 NA NA -0.62 NA NA -0.688 NA NA NA NA NA NA NA NA NA 36.522 36.522 62.09 NA NA 35.042 NA NA 37.135 NA NA NA NA NA NA NA NA NA
5351910 -2.62 -2.453 NA NA -1.57 NA NA NA -0.114 NA NA NA NA NA NA NA -1.402 NA 44.793 44.793 NA NA 39.312 NA NA NA 51.047 NA NA NA NA NA NA NA 20.237 NA
5352138 0.565 1.341 1.266 NA NA NA 0.889 NA NA -0.069 NA NA NA NA -0.224 NA NA NA 52.406 52.406 80.547 NA NA NA 54.293 NA NA 59.825 NA NA NA NA 31.794 NA NA NA
5352325 -1.827 -1.369 NA NA NA NA -1.82 NA NA -1.827 -0.833 NA NA NA NA NA NA NA 44.146 44.146 NA NA NA NA 49.719 NA NA 53.957 25.156 NA NA NA NA NA NA NA
5352636 0.274 0.897 NA NA 1.723 NA NA 0.418 NA 1.639 NA NA NA NA NA NA NA NA 57.229 57.229 NA NA 51.286 NA NA 55.71 NA 56.059 NA NA NA NA NA NA NA NA
5353266 0.388 NA NA NA NA NA NA NA NA NA NA 0 NA 0.652 NA NA NA NA 75.793 NA NA NA NA NA NA NA NA NA NA 51.739 NA 53.248 NA NA NA NA
5353486 -0.963 -0.421 NA NA NA NA -0.474 NA NA 1.284 NA NA NA NA NA NA NA NA 35.695 35.695 NA NA NA NA 39.137 NA NA 38.019 NA NA NA NA NA NA NA NA
5353629 -1.737 -1.207 -0.081 -1.613 -0.86 NA NA NA NA NA NA NA NA NA NA NA NA NA 24.98 24.98 48.968 46.364 26.168 NA NA NA NA NA NA NA NA NA NA NA NA NA
5354705 -0.398 -0.516 NA -2.086 NA NA NA NA NA NA NA NA -0.596 NA NA NA NA NA 41.562 41.562 NA 63.804 NA NA NA NA NA NA NA NA 14.161 NA NA NA NA NA
5354794 0.623 1.582 NA NA 1.15 NA 0.521 NA NA NA NA NA NA NA NA NA NA NA 53.743 53.743 NA NA 52.617 NA 50.683 NA NA NA NA NA NA NA NA NA NA NA
5355537 0.478 1.051 NA NA NA NA NA NA -1.889 NA NA NA NA NA NA -0.252 NA NA 71.91 71.91 NA NA NA NA NA NA 72.592 NA NA NA NA NA NA 52.833 NA NA
5356200 1.95 1.838 NA NA 2.074 2.052 NA NA NA NA NA NA NA NA NA NA NA NA 65.216 65.216 NA NA 69.795 67.523 NA NA NA NA NA NA NA NA NA NA NA NA
5356232 0.505 0.018 NA NA NA NA -1.386 NA NA NA NA NA NA NA NA NA -1.393 NA 43.307 43.307 NA NA NA NA 39.814 NA NA NA NA NA NA NA NA NA 15.913 NA
5356359 0.884 0.34 NA NA NA NA NA NA 0.174 NA NA NA NA NA NA NA NA NA 58.749 58.749 NA NA NA NA NA NA 65.269 NA NA NA NA NA NA NA NA NA
5356367 -0.308 -0.555 NA 0.44 NA NA NA NA NA 0.193 NA NA NA NA 0.343 NA NA NA 58.004 58.004 NA 75.669 NA NA NA NA NA 60.165 NA NA NA NA 24.138 NA NA NA
5356636 -1.2 -2.005 0.483 NA 0.48 NA NA NA NA -0.242 NA NA NA NA NA NA NA NA 56.153 56.153 80.258 NA 53.048 NA NA NA NA 59.916 NA NA NA NA NA NA NA NA
5357210 -1.071 0.28 -0.192 -0.747 NA NA NA NA 1.781 1.042 NA NA 0.944 NA 1.357 NA NA NA 38.103 38.103 61.772 62.193 NA NA NA NA 46.008 38.991 NA NA 17.643 NA 20.878 NA NA NA
5357289 -0.661 -0.559 0.379 NA NA NA 0.36 NA 1.225 NA NA NA NA NA NA NA NA NA 55.285 55.285 75.27 NA NA NA 53.159 NA 55.583 NA NA NA NA NA NA NA NA NA
5357290 1.468 1.785 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 68.88 68.88 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5357403 0.734 2.621 -0.671 NA NA NA 1.175 NA NA NA NA NA NA NA NA NA NA NA 24.71 24.71 55.554 NA NA NA 19.595 NA NA NA NA NA NA NA NA NA NA NA
5357747 -0.627 -1.209 NA NA NA NA NA NA NA NA -0.435 NA 1.139 NA NA NA NA NA 62.133 62.133 NA NA NA NA NA NA NA NA 31.248 NA 29.694 NA NA NA NA NA
5357761 -1.889 -1.653 NA NA -1.098 NA NA NA NA NA NA NA NA NA NA NA NA NA 18.827 18.827 NA NA 20.865 NA NA NA NA NA NA NA NA NA NA NA NA NA
5358086 1.783 1.642 NA 1.133 -0.256 NA NA NA NA NA NA NA NA NA NA NA NA NA 33.838 33.838 NA 62.798 28.031 NA NA NA NA NA NA NA NA NA NA NA NA NA
5358224 2.311 2.386 NA NA NA NA 0.879 NA NA NA NA NA NA NA NA NA NA NA 60.393 60.393 NA NA NA NA 54.74 NA NA NA NA NA NA NA NA NA NA NA
5358567 -0.028 -1.378 -0.99 0.431 NA NA NA NA -0.093 NA NA NA NA NA NA NA NA NA 25.52 25.52 55.706 48.38 NA NA NA NA 30.909 NA NA NA NA NA NA NA NA NA
5358714 3.16 1.662 1.823 0.76 NA NA NA NA -0.867 0.16 NA NA NA NA NA NA NA NA 42.058 42.058 64.004 62.397 NA NA NA NA 49.35 53.571 NA NA NA NA NA NA NA NA
5359442 -0.147 0.489 1.011 NA NA NA NA NA 1.245 NA NA NA 2.151 NA 0.587 NA NA NA 38.652 38.652 63.505 NA NA NA NA NA 39.272 NA NA NA 14.911 NA 14.391 NA NA NA
5359692 2.504 2.269 NA NA 1.7 NA 1.587 NA NA 0.328 NA NA NA NA NA NA NA NA 35.837 35.837 NA NA 38.189 NA 33.065 NA NA 37.63 NA NA NA NA NA NA NA NA
5359807 -2.173 -0.831 1.006 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20.541 20.541 61.666 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5360000 0.745 1.486 NA NA NA NA NA NA -1.026 -1.313 NA NA NA NA NA NA NA NA 53.314 53.314 NA NA NA NA NA NA 59.35 59.427 NA NA NA NA NA NA NA NA
5360018 1.116 -0.063 0.43 1.864 0.322 -0.312 0.24 NA -0.412 NA NA NA NA NA NA NA NA NA 39.706 39.706 68.15 63.513 38.244 37.942 37.396 NA 45.634 NA NA NA NA NA NA NA NA NA
5360128 -2.322 -2.228 NA NA NA NA NA NA NA -0.669 NA NA NA NA NA NA NA NA 29.032 29.032 NA NA NA NA NA NA NA 35.384 NA NA NA NA NA NA NA NA
5360232 0.257 1.554 NA NA NA NA NA NA NA NA NA NA 0.581 NA NA NA NA NA 44.992 44.992 NA NA NA NA NA NA NA NA NA NA 18.034 NA NA NA NA NA
5360917 -2.157 -2.461 NA NA NA NA NA NA NA NA -2.503 NA NA NA NA NA NA NA 69.069 69.069 NA NA NA NA NA NA NA NA 46.973 NA NA NA NA NA NA NA
5361252 NA 0.27 NA NA -0.401 NA NA NA NA -1.718 NA NA NA NA NA -2.125 -0.602 NA NA 64.702 NA NA 62.668 NA NA NA NA 61.028 NA NA NA NA NA 36.101 42.879 NA
5361358 -0.542 -1.003 -0.001 -0.293 NA NA 0.876 NA NA NA NA NA NA NA NA NA NA NA 18.054 18.054 46.466 47.846 NA NA 20.365 NA NA NA NA NA NA NA NA NA NA NA
5361405 1.476 2.141 NA 2.348 NA NA -0.464 -0.305 -0.422 NA NA NA NA NA NA NA NA NA 60.14 60.14 NA 83.947 NA NA 63.761 67.937 70.083 NA NA NA NA NA NA NA NA NA
5361471 1.298 1.318 0.56 NA 1.091 NA NA NA NA NA NA NA NA NA NA NA NA NA 32.084 32.084 54.77 NA 29.82 NA NA NA NA NA NA NA NA NA NA NA NA NA
5361717 -0.076 NA NA NA 0.93 NA NA NA 1.2 NA NA NA NA NA NA NA NA NA 66.381 NA NA NA 58.547 NA NA NA 73.046 NA NA NA NA NA NA NA NA NA
5361754 -1.793 -0.482 -1.083 NA NA NA NA NA -1.811 1.192 -1.576 NA NA NA 0.607 NA NA NA 44.854 44.854 74.595 NA NA NA NA NA 47.339 41.973 19.109 NA NA NA 22.492 NA NA NA
5362065 -0.384 -1.622 NA NA NA NA NA NA NA -0.716 NA NA -1.364 0.761 NA NA NA NA 78.169 78.169 NA NA NA NA NA NA NA 77.501 NA NA 56.542 56.906 NA NA NA NA
5362070 1.784 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 69.028 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5362560 -0.219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 79.611 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5362649 0.064 0.448 NA 0.38 1.174 NA NA NA 0.74 NA NA NA NA NA NA NA NA NA 45.391 45.391 NA 71.912 41.26 NA NA NA 49.492 NA NA NA NA NA NA NA NA NA
5362659 -0.54 -0.795 NA NA NA NA NA NA -0.388 1.028 NA NA NA NA NA NA NA NA 61.764 61.764 NA NA NA NA NA NA 68.249 57.933 NA NA NA NA NA NA NA NA
5362702 0.245 1.278 1.204 -0.605 NA NA NA -0.57 NA 1.475 NA NA NA NA NA NA NA NA 24.414 24.414 50.281 46.082 NA NA NA 21.487 NA 24.573 NA NA NA NA NA NA NA NA
5363148 1.055 0.274 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34.725 34.725 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5363498 1.985 2.51 NA NA NA NA 1.733 NA NA NA 2.523 NA NA NA NA NA NA NA 51.209 51.209 NA NA NA NA 43.421 NA NA NA 21.302 NA NA NA NA NA NA NA
5363700 -0.095 1.145 NA 0.67 1.515 NA NA NA NA -1.8 NA NA NA NA NA NA NA NA 19.005 19.005 NA 52.181 20.504 NA NA NA NA 26.434 NA NA NA NA NA NA NA NA
5365180 1.025 1.066 1.15 NA 0.564 NA NA NA NA NA NA NA NA NA 0.642 NA NA NA 43.489 43.489 78.529 NA 42.441 NA NA NA NA NA NA NA NA NA 19.805 NA NA NA
5365351 1.991 1.442 NA NA 1.294 NA NA NA NA NA NA NA NA NA NA NA NA NA 62.772 62.772 NA NA 60.863 NA NA NA NA NA NA NA NA NA NA NA NA NA
5365419 0.809 -0.152 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 66.56 66.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5365424 NA 0.656 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 78.394 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5365905 -0.508 -2.12 NA NA -2.141 NA NA NA -0.48 NA NA NA NA NA NA NA NA NA 67.15 67.15 NA NA 71.274 NA NA NA 70.124 NA NA NA NA NA NA NA NA NA
5366039 2.075 1.324 1.715 NA NA NA 0.945 NA NA NA NA NA 1.703 NA NA NA -0.184 NA 37.364 37.364 59.196 NA NA NA 30.619 NA NA NA NA NA 17.328 NA NA NA 17.165 NA
5366056 NA 0.365 NA NA 0.355 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 60.309 NA NA 58.383 NA NA NA NA NA NA NA NA NA NA NA NA NA
5366151 -1.17 -1.666 NA NA NA NA 0.137 NA -0.686 -1.933 NA NA NA NA NA NA NA NA 23.527 23.527 NA NA NA NA 16.217 NA 30.891 25.564 NA NA NA NA NA NA NA NA
5366787 0.194 -0.258 -1.65 NA -1.032 NA NA NA NA NA NA NA NA NA NA NA NA NA 19.979 19.979 49.554 NA 22.433 NA NA NA NA NA NA NA NA NA NA NA NA NA
5366789 1.068 0.142 NA NA NA NA -0.07 NA NA NA NA NA NA 1.146 NA NA NA NA 71.425 71.425 NA NA NA NA 74.597 NA NA NA NA NA NA 45.206 NA NA NA NA
5367008 1.351 2.048 1.661 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31.703 31.703 50.856 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5367056 -0.858 -0.756 1.317 -0.508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30.523 30.523 56.186 54.211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5367205 0.203 1.146 0.215 -0.3 NA NA NA NA NA NA NA NA 0.593 NA 1.111 NA NA NA 42.154 42.154 68.453 64.865 NA NA NA NA NA NA NA NA 22.941 NA 15.63 NA NA NA
5367431 -1.686 -1.392 0.663 -1.153 -1.264 NA NA NA NA NA NA NA NA NA NA NA NA NA 27.329 27.329 54.134 51.975 30.969 NA NA NA NA NA NA NA NA NA NA NA NA NA
5367793 1.27 0.021 NA NA 0.73 NA NA NA 0.197 0.54 NA NA 1.923 NA 1.704 NA 0.608 NA 40.098 40.098 NA NA 38.721 NA NA NA 41.285 46.814 NA NA 20.658 NA 15.754 NA 17.303 NA
5367804 -0.725 -0.486 NA NA NA NA NA NA -1.748 NA NA NA NA NA -0.654 NA NA NA 75.853 75.853 NA NA NA NA NA NA 79.291 NA NA NA NA NA 49.012 NA NA NA
5368571 -1.49 -1.789 NA NA NA NA NA -1.296 0.696 NA -0.001 0.982 0.591 NA NA NA NA NA 43.44 43.44 NA NA NA NA NA 39.257 47.717 NA 24.647 18.219 14.897 NA NA NA NA NA
5368675 -1.579 -1.312 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18.886 18.886 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5368847 0.43 0.307 NA NA -1.424 NA 0.107 NA 3.796 -1.251 NA NA NA NA NA NA NA NA 31.097 31.097 NA NA 34.075 NA 33.061 NA 26.632 39.065 NA NA NA NA NA NA NA NA
5369335 0.021 0.798 NA -0.694 NA 0.173 NA NA NA NA NA NA NA NA 0.942 NA NA NA 42.903 42.903 NA 66.09 NA 36.148 NA NA NA NA NA NA NA NA 20.907 NA NA NA
5369781 -4.857 -5.145 -2.686 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19.131 19.131 44.53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5370142 -1.6 -1.411 NA NA 0.005 NA -0.954 -0.793 NA NA NA NA NA NA NA NA NA NA 26.687 26.687 NA NA 29.808 NA 24.588 21.67 NA NA NA NA NA NA NA NA NA NA
5370219 -0.546 -1.045 NA NA NA NA NA -1.341 -0.697 NA NA NA NA NA NA NA -0.228 NA 46.861 46.861 NA NA NA NA NA 43.339 47.511 NA NA NA NA NA NA NA 24.271 NA
5370308 -0.211 -0.441 NA -0.464 NA NA NA NA 0.098 NA NA NA NA NA NA NA NA NA 38.15 38.15 NA 58.378 NA NA NA NA 36.551 NA NA NA NA NA NA NA NA NA
5370326 0.371 0.172 0.186 NA NA NA NA NA NA NA NA NA NA 0.326 NA NA -1.09 NA 47.954 47.954 71.415 NA NA NA NA NA NA NA NA NA NA 21.49 NA NA 19.594 NA
5370924 -1.744 -1.014 NA NA NA -1.979 NA NA NA NA NA NA NA NA NA NA NA NA 69.704 69.704 NA NA NA 67.327 NA NA NA NA NA NA NA NA NA NA NA NA
5371352 NA 0.075 NA NA NA NA NA NA NA 0.031 NA NA NA NA -1.096 NA -1.035 NA NA 78.114 NA NA NA NA NA NA NA 79.995 NA NA NA NA 43.855 NA 48.066 NA
5371519 -0.288 -0.909 NA NA NA NA NA NA NA NA NA NA -0.431 NA NA NA NA NA 75.828 75.828 NA NA NA NA NA NA NA NA NA NA 50.426 NA NA NA NA NA
5371523 -1.346 -0.729 NA NA NA NA NA NA NA -0.027 NA NA NA NA NA NA 0.5 NA 48.019 48.019 NA NA NA NA NA NA NA 52.456 NA NA NA NA NA NA 31.206 NA
5371632 0.529 0.505 NA NA NA NA NA NA -0.109 1.011 NA NA NA NA NA NA NA NA 39.832 39.832 NA NA NA NA NA NA 46.287 38.033 NA NA NA NA NA NA NA NA
5371769 -0.477 -0.123 0.258 -0.112 NA NA NA NA -1.003 NA NA NA NA NA NA NA NA NA 45.749 45.749 76.418 75.558 NA NA NA NA 50.551 NA NA NA NA NA NA NA NA NA
5371952 0.604 -0.163 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.126 NA 64.22 64.22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26.99 NA
5372254 -1.73 -1.558 NA NA -2.186 NA NA NA NA 0.917 NA NA NA NA NA NA NA NA 33.722 33.722 NA NA 40.972 NA NA NA NA 34.011 NA NA NA NA NA NA NA NA
5372604 0.057 0.822 0.454 -0.266 NA NA NA NA 0.4 NA NA NA NA NA NA NA NA NA 23.254 23.254 51.195 43.605 NA NA NA NA 24.696 NA NA NA NA NA NA NA NA NA
5372678 1.922 0.896 NA NA NA 0.321 NA NA NA 0.128 NA NA NA NA NA NA NA NA 37.591 37.591 NA NA NA 32.809 NA NA NA 37.831 NA NA NA NA NA NA NA NA
5373518 1.522 2.4 NA NA NA NA NA NA NA -1.028 NA NA NA NA 0.5 NA NA NA 44.702 44.702 NA NA NA NA NA NA NA 48.277 NA NA NA NA 20.167 NA NA NA
5374128 0.071 -0.038 0.113 0.449 NA NA NA NA NA -1.074 NA NA NA NA NA NA NA NA 36.85 36.85 62.157 57.421 NA NA NA NA NA 38.331 NA NA NA NA NA NA NA NA
5374258 -0.098 0.43 NA NA 0.807 NA NA NA 1.257 NA NA NA NA NA NA NA NA NA 56.356 56.356 NA NA 58.177 NA NA NA 54.617 NA NA NA NA NA NA NA NA NA
5374297 -1.65 -1.452 -2.018 0.286 -2.199 NA NA NA NA NA NA NA NA NA NA NA NA NA 21.076 21.076 57.51 57.023 23.424 NA NA NA NA NA NA NA NA NA NA NA NA NA
5374479 4.076 2.788 NA NA NA NA NA NA NA -0.262 NA NA NA NA NA 0.35 NA NA 66.737 66.737 NA NA NA NA NA NA NA 68.965 NA NA NA NA NA 46.627 NA NA
5374555 -2.052 -1.733 -1.6 NA NA NA NA NA NA 0.861 NA NA NA NA NA NA NA NA 34.422 34.422 67.951 NA NA NA NA NA NA 34.981 NA NA NA NA NA NA NA NA
5374600 -0.939 -1.328 -1.981 NA NA NA NA NA NA 1.485 0.257 NA NA NA NA NA NA NA 41.22 41.22 68.439 NA NA NA NA NA NA 50.192 17.866 NA NA NA NA NA NA NA
5374622 -1.8 -1.129 NA NA NA -1.241 NA NA NA 0.161 NA NA NA NA NA NA NA NA 27.38 27.38 NA NA NA 30.98 NA NA NA 35.55 NA NA NA NA NA NA NA NA
5374672 0.667 1.476 0.374 NA NA NA NA NA NA 0.952 NA NA NA NA NA NA NA NA 39.007 39.007 76.994 NA NA NA NA NA NA 50.81 NA NA NA NA NA NA NA NA
5374719 -1.153 -0.301 NA NA NA NA NA NA NA -1.181 NA NA NA NA NA NA NA -0.55 73.913 73.913 NA NA NA NA NA NA NA 79.512 NA NA NA NA NA NA NA 49.689
5375245 -0.306 -1.293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 49.953 49.953 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5375280 -0.779 -2.085 NA NA NA NA -0.415 -0.138 NA NA NA NA NA NA NA NA NA NA 61.325 61.325 NA NA NA NA 54.979 63.245 NA NA NA NA NA NA NA NA NA NA
5375474 NA -0.256 NA 0.368 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 57.236 NA 86.302 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5375486 0.237 -0.185 0.061 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19.55 19.55 51.265 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5375662 -0.861 -0.088 NA NA NA NA NA 0.66 NA NA 0.488 NA NA NA NA NA NA NA 70.163 70.163 NA NA NA NA NA 67.839 NA NA 39.259 NA NA NA NA NA NA NA
5375946 -1.232 0.255 NA NA NA NA 0.037 0.311 -2.095 NA NA NA NA NA NA NA NA NA 52.355 52.355 NA NA NA NA 48.115 56.832 58.658 NA NA NA NA NA NA NA NA NA
5375956 -0.238 -0.703 -1.642 -0.461 -0.795 NA NA NA NA NA NA NA NA NA NA NA NA NA 20.297 20.297 51.883 49.792 21.457 NA NA NA NA NA NA NA NA NA NA NA NA NA
5376007 2.396 2.347 NA NA NA NA NA NA -0.662 NA NA NA NA NA NA NA NA NA 78.389 78.389 NA NA NA NA NA NA 82.588 NA NA NA NA NA NA NA NA NA
5376292 -0.268 0.736 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 48.305 48.305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5376535 -0.727 -0.001 NA -0.385 0.516 -0.357 -1.157 NA NA NA NA NA NA NA NA NA NA NA 32.384 32.384 NA 60.609 37.991 36.505 37.669 NA NA NA NA NA NA NA NA NA NA NA
5376904 0.655 1.155 0.728 0.558 NA NA NA NA NA -0.187 1.72 NA NA NA NA NA NA NA 40.346 40.346 66.352 62.919 NA NA NA NA NA 44.293 15.215 NA NA NA NA NA NA NA
5377337 0.578 1.081 NA -0.348 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19.755 19.755 NA 57.442 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5377610 -2.322 -1.43 -0.144 NA -0.849 NA NA NA NA -1.235 NA NA NA NA NA NA NA NA 37.919 37.919 62.51 NA 33.644 NA NA NA NA 51.977 NA NA NA NA NA NA NA NA
5377677 1.649 1.7 NA NA NA NA NA NA NA -2.503 NA NA NA NA NA NA NA NA 66.239 66.239 NA NA NA NA NA NA NA 67.561 NA NA NA NA NA NA NA NA
5378103 -1.184 -0.366 NA -0.602 NA NA NA NA -0.156 -2.246 NA NA NA NA NA NA NA NA 26.601 26.601 NA 61.369 NA NA NA NA 35.022 33.771 NA NA NA NA NA NA NA NA
5378256 -1.056 -1.423 NA -2.007 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20.691 20.691 NA 51.63 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5378372 2.313 2.453 -0.418 NA 0.528 NA NA NA NA NA NA NA NA NA NA NA NA NA 25.405 25.405 51.33 NA 29.273 NA NA NA NA NA NA NA NA NA NA NA NA NA
5378580 0.492 -0.211 NA -0.41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 32.8 32.8 NA 55.914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5378860 1.619 2.067 NA NA -0.192 2.001 2.762 NA 1.125 0 NA NA 1.168 0.595 0.194 NA -0.347 NA 69.975 69.975 NA NA 72.577 72.225 73.246 NA 77.831 68.969 NA NA 47.76 50.831 48.796 NA 49.329 NA
5379697 0.167 -0.984 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19.232 19.232 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5379896 -0.073 -1.024 NA NA NA NA 0.283 NA NA NA NA NA NA NA NA NA -0.485 NA 66.223 66.223 NA NA NA NA 75.138 NA NA NA NA NA NA NA NA NA 43.738 NA
5380216 0.203 -0.994 NA NA 0.577 NA NA NA -0.364 NA 0.84 NA NA NA 0.721 NA NA NA 57.86 57.86 NA NA 54.168 NA NA NA 61.541 NA 36.604 NA NA NA 29.462 NA NA NA
5380406 -1.165 -0.925 -0.44 -1.951 NA NA -1.39 NA NA -0.182 NA NA NA NA NA NA NA NA 30.765 30.765 60.74 56.237 NA NA 26.726 NA NA 32.686 NA NA NA NA NA NA NA NA
5380611 NA -0.796 NA NA NA NA NA NA NA -0.528 NA NA NA NA NA NA NA NA NA 71.826 NA NA NA NA NA NA NA 76.352 NA NA NA NA NA NA NA NA
5380675 0.025 -0.015 0.561 1.435 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26.227 26.227 69.247 67.492 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5380857 -1.527 0.017 NA NA NA NA NA NA -0.516 -0.528 NA -0.429 NA NA NA NA NA NA 43.417 43.417 NA NA NA NA NA NA 43.359 45.15 NA 19.902 NA NA NA NA NA NA
5380943 -2.789 -1.405 NA NA NA NA NA -1.768 NA 0.624 -2.569 NA -2.142 NA NA NA NA NA 58.262 58.262 NA NA NA NA NA 55.498 NA 58.904 28.476 NA 33.697 NA NA NA NA NA
5380990 -1.89 -2.489 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 57.055 57.055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5381114 -1.216 -0.473 NA NA NA NA NA NA NA NA 0.931 NA NA NA NA NA NA NA 57.978 57.978 NA NA NA NA NA NA NA NA 37.832 NA NA NA NA NA NA NA
5381393 -0.165 -1.245 -0.564 -0.688 NA NA 0.524 NA NA NA NA NA NA NA NA -1.393 -1.743 NA 50.773 50.773 73.379 76.191 NA NA 49.141 NA NA NA NA NA NA NA NA 16.452 24.316 NA
5381609 -0.203 0.327 NA NA NA NA NA NA -0.632 NA NA NA NA NA NA NA NA NA 66.262 66.262 NA NA NA NA NA NA 67.433 NA NA NA NA NA NA NA NA NA
5381982 0.695 0.496 NA NA 1.574 NA NA NA -1.242 -0.372 NA NA NA NA NA NA -0.252 NA 47.051 47.051 NA NA 45.747 NA NA NA 44.681 51.177 NA NA NA NA NA NA 14.53 NA
5382247 -0.413 -0.982 NA NA NA 0.332 NA NA NA NA NA NA NA NA NA NA NA NA 58.52 58.52 NA NA NA 59.736 NA NA NA NA NA NA NA NA NA NA NA NA
5383005 -0.028 -0.042 NA NA NA NA -0.079 NA NA -1.153 NA NA 1.044 NA NA NA NA -0.503 52.826 52.826 NA NA NA NA 56.338 NA NA 52.478 NA NA 21.841 NA NA NA NA 16.244
5383120 1.852 1.791 NA NA NA NA NA 1.362 NA NA NA NA NA NA NA 1.09 NA NA 74.044 74.044 NA NA NA NA NA 70.412 NA NA NA NA NA NA NA 54.576 NA NA
5383274 -1.271 -1.145 NA NA NA NA -1.89 -2.08 -0.415 NA -2.474 NA NA NA NA NA NA NA 62.37 62.37 NA NA NA NA 59.463 56.76 66.573 NA 30.562 NA NA NA NA NA NA NA
5383917 -0.224 0.554 -0.996 1.505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34.523 34.523 57.84 51.654 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5384119 0.704 0.287 NA NA NA NA NA NA NA NA -0.449 NA NA NA NA NA NA 0.954 62.728 62.728 NA NA NA NA NA NA NA NA 40.04 NA NA NA NA NA NA 37.579
